x-axis,1
second,Volt
-1.081250000000e-007, 9.29646e-005
-1.078125000000e-007, 9.29646e-005
-1.075000000000e-007, 9.29646e-005
-1.071875000000e-007, 4.27142e-005
-1.068750000000e-007, 4.27142e-005
-1.065625000000e-007, 4.27142e-005
-1.062500000000e-007, 4.27142e-005
-1.059375000000e-007, 4.27142e-005
-1.056250000000e-007, 9.29646e-005
-1.053125000000e-007, 9.29646e-005
-1.050000000000e-007, 9.29646e-005
-1.046875000000e-007, 4.27142e-005
-1.043750000000e-007,-7.53626e-006
-1.040625000000e-007,-7.53626e-006
-1.037500000000e-007,-7.53626e-006
-1.034375000000e-007, 4.27142e-005
-1.031250000000e-007, 1.93466e-004
-1.028125000000e-007, 3.94471e-004
-1.025000000000e-007, 5.95476e-004
-1.021875000000e-007, 8.46732e-004
-1.018750000000e-007, 8.96987e-004
-1.015625000000e-007, 9.47237e-004
-1.012500000000e-007, 8.46732e-004
-1.009375000000e-007, 6.45727e-004
-1.006250000000e-007, 3.94471e-004
-1.003125000000e-007, 1.93466e-004
-1.000000000000e-007, 4.27142e-005
-9.968750000000e-008,-7.53626e-006
-9.937500000000e-008,-7.53626e-006
-9.906250000000e-008,-7.53626e-006
-9.875000000000e-008, 4.27142e-005
-9.843750000000e-008, 9.29646e-005
-9.812500000000e-008, 9.29646e-005
-9.781250000000e-008, 9.29646e-005
-9.750000000000e-008, 4.27142e-005
-9.718750000000e-008, 4.27142e-005
-9.687500000000e-008, 4.27142e-005
-9.656250000000e-008, 4.27142e-005
-9.625000000000e-008, 4.27142e-005
-9.593750000000e-008, 9.29646e-005
-9.562500000000e-008, 9.29646e-005
-9.531250000000e-008, 9.29646e-005
-9.500000000000e-008, 9.29646e-005
-9.468750000000e-008, 9.29646e-005
-9.437500000000e-008, 9.29646e-005
-9.406250000000e-008, 9.29646e-005
-9.375000000000e-008, 9.29646e-005
-9.343750000000e-008, 9.29646e-005
-9.312500000000e-008, 9.29646e-005
-9.281250000000e-008, 9.29646e-005
-9.250000000000e-008, 9.29646e-005
-9.218750000000e-008, 9.29646e-005
-9.187500000000e-008, 9.29646e-005
-9.156250000000e-008, 9.29646e-005
-9.125000000000e-008, 9.29646e-005
-9.093750000000e-008, 9.29646e-005
-9.062500000000e-008, 9.29646e-005
-9.031250000000e-008, 9.29646e-005
-9.000000000000e-008, 9.29646e-005
-8.968750000000e-008, 9.29646e-005
-8.937500000000e-008, 9.29646e-005
-8.906250000000e-008, 4.27142e-005
-8.875000000000e-008, 4.27142e-005
-8.843750000000e-008, 4.27142e-005
-8.812500000000e-008, 4.27142e-005
-8.781250000000e-008, 4.27142e-005
-8.750000000000e-008, 9.29646e-005
-8.718750000000e-008, 1.43215e-004
-8.687500000000e-008, 1.43215e-004
-8.656250000000e-008, 9.29646e-005
-8.625000000000e-008,-7.53626e-006
-8.593750000000e-008,-2.08542e-004
-8.562500000000e-008,-3.59297e-004
-8.531250000000e-008,-5.60302e-004
-8.500000000000e-008,-7.11057e-004
-8.468750000000e-008,-8.61809e-004
-8.437500000000e-008,-8.61809e-004
-8.406250000000e-008,-8.61809e-004
-8.375000000000e-008,-8.61809e-004
-8.343750000000e-008,-7.11057e-004
-8.312500000000e-008,-6.10553e-004
-8.281250000000e-008,-4.09547e-004
-8.250000000000e-008,-2.08542e-004
-8.218750000000e-008,-5.77904e-005
-8.187500000000e-008,-7.53626e-006
-8.156250000000e-008, 4.27142e-005
-8.125000000000e-008, 1.43215e-004
-8.093750000000e-008, 3.44221e-004
-8.062500000000e-008, 4.94976e-004
-8.031250000000e-008, 6.45727e-004
-8.000000000000e-008, 7.96482e-004
-7.968750000000e-008, 8.96987e-004
-7.937500000000e-008, 8.96987e-004
-7.906250000000e-008, 8.96987e-004
-7.875000000000e-008, 8.96987e-004
-7.843750000000e-008, 8.96987e-004
-7.812500000000e-008, 8.96987e-004
-7.781250000000e-008, 8.96987e-004
-7.750000000000e-008, 8.46732e-004
-7.718750000000e-008, 7.46232e-004
-7.687500000000e-008, 5.95476e-004
-7.656250000000e-008, 3.44221e-004
-7.625000000000e-008, 1.43215e-004
-7.593750000000e-008, 4.27142e-005
-7.562500000000e-008,-7.53626e-006
-7.531250000000e-008,-7.53626e-006
-7.500000000000e-008,-7.53626e-006
-7.468750000000e-008, 4.27142e-005
-7.437500000000e-008, 4.27142e-005
-7.406250000000e-008, 9.29646e-005
-7.375000000000e-008, 9.29646e-005
-7.343750000000e-008, 9.29646e-005
-7.312500000000e-008, 4.27142e-005
-7.281250000000e-008, 4.27142e-005
-7.250000000000e-008,-7.53626e-006
-7.218750000000e-008,-7.53626e-006
-7.187500000000e-008,-7.53626e-006
-7.156250000000e-008, 4.27142e-005
-7.125000000000e-008, 1.43215e-004
-7.093750000000e-008, 3.44221e-004
-7.062500000000e-008, 5.45226e-004
-7.031250000000e-008, 6.45727e-004
-7.000000000000e-008, 5.95476e-004
-6.968750000000e-008, 4.94976e-004
-6.937500000000e-008, 2.93970e-004
-6.906250000000e-008, 9.29646e-005
-6.875000000000e-008,-7.53626e-006
-6.843750000000e-008,-7.53626e-006
-6.812500000000e-008,-7.53626e-006
-6.781250000000e-008,-7.53626e-006
-6.750000000000e-008, 4.27142e-005
-6.718750000000e-008, 9.29646e-005
-6.687500000000e-008, 9.29646e-005
-6.656250000000e-008, 4.27142e-005
-6.625000000000e-008, 4.27142e-005
-6.593750000000e-008, 4.27142e-005
-6.562500000000e-008, 4.27142e-005
-6.531250000000e-008, 4.27142e-005
-6.500000000000e-008, 9.29646e-005
-6.468750000000e-008, 9.29646e-005
-6.437500000000e-008, 9.29646e-005
-6.406250000000e-008, 4.27142e-005
-6.375000000000e-008, 4.27142e-005
-6.343750000000e-008, 4.27142e-005
-6.312500000000e-008, 4.27142e-005
-6.281250000000e-008, 4.27142e-005
-6.250000000000e-008, 4.27142e-005
-6.218750000000e-008, 1.43215e-004
-6.187500000000e-008, 1.43215e-004
-6.156250000000e-008, 9.29646e-005
-6.125000000000e-008,-7.53626e-006
-6.093750000000e-008,-2.08542e-004
-6.062500000000e-008,-4.59798e-004
-6.031250000000e-008,-6.60803e-004
-6.000000000000e-008,-8.11558e-004
-5.968750000000e-008,-8.61809e-004
-5.937500000000e-008,-8.11558e-004
-5.906250000000e-008,-6.10553e-004
-5.875000000000e-008,-4.09547e-004
-5.843750000000e-008,-2.08542e-004
-5.812500000000e-008,-7.53626e-006
-5.781250000000e-008, 9.29646e-005
