x-axis,1,2
second,Volt,Volt
-108.2000E-09,+593.9068251E-06,-21.0123654288E-03
-107.8875E-09,+392.9018021E-06,-21.0123654288E-03
-107.5750E-09,+154.2083373E-06,-21.0123654288E-03
-107.2625E-09,+53.7058258E-06,-21.0123654288E-03
-106.9500E-09,+3.4545701E-06,-21.0123654288E-03
-106.6375E-09,-5.9675403E-06,-21.0123654288E-03
-106.3250E-09,-5.9675403E-06,-21.0123654288E-03
-106.0125E-09,+31.7209015E-06,-21.0123654288E-03
-105.7000E-09,+44.2837154E-06,-21.0123654288E-03
-105.3875E-09,+81.9721572E-06,-21.0123654288E-03
-105.0750E-09,+94.5349711E-06,-21.0123654288E-03
-104.7625E-09,+94.5349711E-06,-21.0123654288E-03
-104.4500E-09,+53.7058258E-06,-21.0123654288E-03
-104.1375E-09,+44.2837154E-06,-21.0123654288E-03
-103.8250E-09,+3.4545701E-06,-21.0123654288E-03
-103.5125E-09,-5.9675403E-06,-21.0123654288E-03
-103.2000E-09,-5.9675403E-06,-21.0123654288E-03
-102.8875E-09,+31.7209015E-06,-21.0123654288E-03
-102.5750E-09,+119.6605990E-06,-21.0123654288E-03
-102.2625E-09,+295.5399941E-06,-21.0123654288E-03
-101.9500E-09,+496.5450171E-06,-21.0123654288E-03
-101.6375E-09,+697.5500401E-06,-21.0123654288E-03
-101.3250E-09,+823.1781794E-06,-21.0123654288E-03
-101.0125E-09,+923.6806909E-06,-21.0123654288E-03
-100.7000E-09,+948.8063188E-06,-21.0123654288E-03
-100.3875E-09,+907.9771735E-06,-21.0123654288E-03
-100.0750E-09,+857.7259177E-06,-21.0123654288E-03
-99.7625E-09,+848.3038073E-06,-21.0123654288E-03
-99.4500E-09,+848.3038073E-06,-21.0123654288E-03
-99.1375E-09,+848.3038073E-06,-21.0123654288E-03
-98.8250E-09,+848.3038073E-06,-21.0123654288E-03
-98.5125E-09,+885.9922491E-06,-21.0123654288E-03
-98.2000E-09,+898.5550630E-06,-21.0123654288E-03
-97.8875E-09,+898.5550630E-06,-21.0123654288E-03
-97.5750E-09,+898.5550630E-06,-21.0123654288E-03
-97.2625E-09,+898.5550630E-06,-21.0123654288E-03
-96.9500E-09,+898.5550630E-06,-21.0123654288E-03
-96.6375E-09,+898.5550630E-06,-21.0123654288E-03
-96.3250E-09,+898.5550630E-06,-21.0123654288E-03
-96.0125E-09,+898.5550630E-06,-21.0123654288E-03
-95.7000E-09,+898.5550630E-06,-21.0123654288E-03
-95.3875E-09,+898.5550630E-06,-21.0123654288E-03
